District,Year,Yield,Rainfall,Temperature,Humidity,Sunlight,Soil_Moisture,Soil_Type,Pest_Risk,PFJ_Policy,Yield_Lag1,Growing_Degree_Days,Water_Availability,Climate_Stress,Moisture_Temp_Ratio,Rainfall_per_Sun,Years_Since_PFJ,Yield_Change,Yield_Growth_Rate,Rainfall_Temp_Ratio,Moisture_Heat_Index,Water_Availability_Index,Drought_Indicator,Heat_Stress_Indicator,Rainfall_Anomaly,Temperature_Anomaly
Upper Denkyira West,2021,2.53,0.11047633029982801,-1.0141068796888784,1.2213058654723334,-0.6559682761709565,1.1828064596624064,Forest Ochrosol,-0.49470617805705996,0.9832189445227664,1.1554607648071529,-0.8027034256923353,0.6704016651242024,-1.0716561182916753,1.2603849417260062,0.31994154988193435,2.108731496851242,-0.4832467350383554,-0.30564231339098397,0.30669868401700745,1.0182629747427596,0.11117933816990021,1.0973891185182554,-1.0040371581205207,-0.5388630687120192,-0.45478769349894627
Gushiegu,2011,1.32,0.6744102510249125,0.6619153613950316,-0.3812255199461115,1.0990718743064551,-0.3113894654619877,Savanna Ochrosol,-0.49470617805705996,-1.0170674655637142,-0.33446877073574205,0.953436595408751,0.290365888778977,0.40372813925512946,-0.438429275764644,0.25689143235440637,-0.7112424121922832,-1.8271512565450516,-1.0583018743054335,0.5159776332808869,-0.11913980844343953,0.6741036914316404,1.0973891185182554,-1.0040371581205207,-0.5986830191521171,-1.535984251814454
Gomoa East,2017,2.04,0.6424226885411094,-0.6937543544739744,1.1635946916537168,-0.7625315970057359,1.715355080464909,Forest Ochrosol,2.021401883290528,0.9832189445227664,1.2672054799728703,-0.7582746414179978,1.435781693863905,-0.940125399394537,1.6276742459638387,0.9009621461327689,-0.7112424121922832,-2.286045483400997,-0.9603397123244267,0.777208450405913,1.7564671037468054,0.643358949803224,-0.9112537960557195,-1.0040371581205207,1.3197126665624785,-0.3783123424858768
Mfantsiman,2016,2.41,-0.40554430534313507,-0.4007866042293073,0.6963174297079971,-1.2551901024413987,-0.21813881777016775,Forest Ochrosol,2.021401883290528,-1.0170674655637142,0.8202266193100013,-0.9719918341273887,-0.4317386138268633,-0.6015856308033298,-0.11951285977578144,0.003750416455756664,-0.7112424121922832,-0.2865777806715203,-0.23149060564820909,-0.3346211987988299,-0.36077248570150205,-0.4056074441068762,1.0973891185182554,0.9959790749895374,-0.6846961787841167,1.7283317364566666
Ahanta West,2017,2.04,1.7710391750706864,-0.6530472565452385,1.138856483668353,-0.47895767624244906,1.8749011105001314,Forest Ochrosol,2.021401883290528,0.9832189445227664,-1.638157114335775,-0.5646741618604738,2.580225183819645,-0.9145912068692327,1.7532247689016687,1.9139482394280136,-0.7112424121922832,2.82734733013668,2.55314947006834,1.9059094256725582,1.956856088493473,1.7718779408530487,-0.9112537960557195,-1.0040371581205207,1.6224137296934629,-0.2378361732956384
Fanteakwa,2015,2.12,-2.271576195089739,0.38683406327056674,-0.494973768460419,-0.446883691498582,-0.9014912203867839,Forest Ochrosol,-0.49470617805705996,-1.0170674655637142,-0.20409993637573862,-0.17586114459134128,-1.9632229504803218,0.3794095480530347,-0.869072608838686,-2.128150433994453,-0.7112424121922832,0.5656543549180919,0.21492730079042158,-2.279231136285798,-0.9159146763034427,-2.27173427318826,1.0973891185182554,0.9959790749895374,-1.9354399020492137,1.2641445963561768
Sissala East,2020,2.58,0.7598238487210237,1.5242273858520263,-1.5931149242148204,1.5012302984026287,-1.1025629294722705,Savanna Ochrosol,-0.49470617805705996,0.9832189445227664,1.0623401688357215,1.5713759316332143,-0.11453986410742474,1.6068417649429727,-1.2491180735037783,0.2059326354126076,1.4037380195903608,-0.15546514442696452,-0.18237560116765966,0.4236796476512454,-0.8248952807711765,0.7590195399209915,-0.9112537960557195,-1.0040371581205207,0.1285482142646889,-0.7405287201081385
Kwahu West,2016,2.62,-1.5573007306907818,0.15986115360732783,-0.41249045221476016,-0.40546573083915394,-1.1579305015392882,Forest Ochrosol,2.021401883290528,-1.0170674655637142,1.0623401688357215,-0.22919535439627525,-1.589911881787569,0.24431222133886404,-1.0379815707875777,-1.4264998622184686,-0.7112424121922832,-0.02435250818240835,-0.13258665214600118,-1.5585344654658597,-1.2884137989870368,-1.557738706273964,1.0973891185182554,0.9959790749895374,-1.2663494134888214,2.3964810799399907
East Gonja,2021,2.53,0.6235023856251581,1.2973778310309867,-0.7592891347127948,0.9417991111433996,-0.8912919307954908,Savanna Ochrosol,-0.49470617805705996,0.9832189445227664,1.1554607648071529,1.096745285861464,-0.07883779872610241,0.8906722688174371,-1.038331474209586,0.26162950393330225,2.108731496851242,-0.4832467350383554,-0.30564231339098397,0.34086429829670245,-0.6290709762673539,0.6228505953597351,-0.9112537960557195,0.9959790749895374,0.673769814935442,1.0091012379696618
Krachi West,2016,1.43,2.5596091562704544,0.7023140722182458,0.08806518553934253,0.00934380671573141,0.3311657787894589,Tropical Black Earth,2.021401883290528,-1.0170674655637142,-1.135305896090048,0.24091903709973955,2.1234817787329967,0.12149550179189579,0.08075828703383964,2.452384002400608,-0.7112424121922832,-0.057130667243548976,-0.05805985558119859,2.3112150422019693,0.6727864304589548,2.559369320090872,-0.9112537960557195,0.9959790749895374,1.5277947247059698,0.7811509715755292
Mfantsiman,2019,2.53,0.7541069226600894,-0.7730715180138948,1.3410605101641586,-1.0727201008543605,1.397720061764648,Forest Ochrosol,-0.49470617805705996,0.9832189445227664,0.5408648313957087,-0.9811127399804983,1.3514206582426043,-1.0532519786010242,1.3759846483756166,1.1471397905835794,0.6987445423294795,0.5984325139792301,0.14726329465954288,0.9084103383838993,1.3600605970117237,0.7548299862504146,-0.9112537960557195,0.9959790749895374,0.8134322940962955,0.4276282397648911
Shama,2019,2.53,0.7686034137431744,-0.43643615362750593,1.089063346241941,-1.0727201008543605,1.4465309476658341,Forest Ochrosol,-0.49470617805705996,0.9832189445227664,0.5408648313957087,-0.8673283511393939,1.3929936678095085,-0.8193902566992031,1.317992374545824,1.16223875844441,0.6987445423294795,0.5984325139792301,0.14726329465954288,0.8455422680671308,1.554647381058866,0.7693537723084161,-0.9112537960557195,0.9959790749895374,0.32738853589948597,0.5189681143752337
Ejura Sekyedumase,2012,1.4,0.05609747407736327,-0.334853441068982,-0.04284257898493243,-0.3292965788533097,-0.4133823613749152,Forest Ochrosol,-0.49470617805705996,-1.0170674655637142,-1.4519159223929134,-0.3561950282045637,-0.2007913785098877,-0.15967006657414803,-0.30206453679636774,0.14960719646264267,-0.7112424121922832,0.4017635596123967,0.3422527890633098,0.11313853388612892,-0.5657694655156664,0.055835423131755726,-0.9112537960557195,-1.0040371581205207,0.5629142707540269,-2.177363739760859
Offinso North,2014,1.3,-0.9576360220848534,-0.1996565340087009,-0.3008574505652248,0.10435839327284728,-1.078521746864224,Forest Ochrosol,-0.49470617805705996,-1.0170674655637142,-1.414667684004341,-0.028208436140479916,-1.183736059171754,0.045396833075054085,-0.8986528991775676,-0.968184854872451,-0.7112424121922832,0.00842565087872963,0.01770259634756069,-0.9174307528571138,-1.2994764912840402,-0.9581290733394434,1.0973891185182554,0.9959790749895374,-0.9751101551768925,0.7269887310319676
Ahanta West,2016,1.08,0.1987483910264073,-0.39307692659128557,0.8536488128211164,-0.210239627299971,0.4848836433439423,Forest Ochrosol,2.021401883290528,-1.0170674655637142,-1.5822847567529164,-0.30083078583173095,0.375873295316038,-0.6829643239370997,0.48113374759496946,0.24864113862284065,-0.7112424121922832,-0.4176904169160768,-0.3296809795962755,0.2670281440473904,0.45718515102557505,0.1990100841918379,1.0973891185182554,0.9959790749895374,-0.4087949081657577,0.670458266491624
